1107,"Most Recent Date Placed in 
Federal Training",DT 8,"Record the most recent date on which the participant entered any training 
program supported by the Federal Government, such as WIOA-funded projects, 
TAA, Adult Education, Vocational Rehabilitation and Job Corps.
Leave blank if the participant did not enter any training program supported by 
the Federal Government.",YYYYMMDD,,,R,R,R,,R,R
1108,"Most Recent Date Referred to 
Federal Job",DT 8,"Record the most recent date that the participant was referred to a job opening 
filed with a placement office by a department or agency of the Federal 
Government or other entity under the jurisdiction of the U.S. Office of 
Personnel Management. For example, a job posting with USAJOBS.
Leave blank if the participant did not receive a referral to a Federal job.",YYYYMMDD,,,R,R,R,,R,R
1109,"Most Recent Date Referred to 
Federal Contractor Job",DT 8,"Record the most recent date that the participant who is a disabled veteran, 
campaign veteran, or recently separated veteran was referred to a job opening 
listed by an employer identified as a Federal contractor. 
Leave blank if the participant did not receive a referral to a job opening listed by 
an employer identified as a Federal contractor.",YYYYMMDD,,,R,R,R,,R,R
1110,"Most Recent Date Entered 
Into Federal Job",DT 8,"Record the most recent date a job seeker entered into a job filed with a 
placement office by a department or agency or other entity under the 
jurisdiction of the U.S. Office of Personnel Management.  Leave blank if the 
participant was not placed into a federal job.",YYYYMMDD,,,R,R,R,,R,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
1111,"Most Recent Date Entered 
Into Federal Contractor Job",DT 8,"Record the most recent date a job seeker who is either a special disabled 
veteran, campaign veteran, or recently separated veteran entered into a Federal 
Contractor Job.                                                                                                  
Leave blank if the participant was not placed into a federal contractor job.",YYYYMMDD,,,R,R,R,,R,R
1112,"Most Recent Date Received 
Unemployment Insurance (UI) 
Claim Assistance",DT 8,"Indicate the most recent date a job seeker was provided meaningful assistance 
in filing a UI claim.                                                                                                                
Leave blank if the participant did not receive unemployment insurance claim 
assistance.",YYYYMMDD,"This Item is blank in public use file to 
  p  r e   s e  r  v  e    p  a   r t  i c i p   a  n  t    c o   n  f i d   e  n  t  i a  l i t y  .",,R,R,R,,R,R
1113,"Most Recent Date Referred to 
Other Federal/State 
Assistance",DT 8,"Record the most recent date a job seeker was referred to Other Federal/State 
Assistance.  This may include Supplemental Nutrition Assistance Program 
(SNAP) benefits, Temporary Assistance for Needy Families (TANF), health 
insurance assistance, child support assistance, tax preparation support, and any 
other Federal or State assistance programs.                                                                   
Leave blank if the participant was not referred to Other Federal/State 
assistance.",YYYYMMDD,,,R,R,R,,R,R
1114,"Referred to Jobs for Veterans 
State Grants (JVSG) Services",IN 1,"Record 1 if the participant was referred to JVSG services due to significant 
barrier to employment.
Record 2 if the participant was referred to JVSG services due to TSM identified 
as in need of individualized career services.
Record 3 if the participant was referred to JVSG services as wounded, ill, or 
injured located in a military treatment facility, or his or her caregiver.
Record 4 if the participant was referred to JVSG services for reasons other than 
those listed above.
Record 0 if the participant was not referred to JVSG services.
Leave blank if this data element does not apply to the participant.","1 = Referred due to significant barrier to 
employment
2 = Referred due to TSM identified as in 
need of individualized career services     
3 = Referred as wounded, ill, or injured 
located in a military treatment facility, or 
his or her caretaker
4 = Other
0 = Not Referred",,,R,R,R,,R,R
1115,"Referred to Department of 
Veterans Affairs (VA) Services",IN 1,"Record 1 if the participant was referred for Vocational Rehabilitation and 
Employment (VR&E) determinations.
Record 2 if the participant was referred to Post-9/11 GI Bill benefits.                       
Record 3 if the participant was referred to Montgomery GI Bill benefits. 
Record 4 if the participant was referred to both the Post-9/11 GI Bill and to the 
Montgomery GI Bill.                                        
Record 5 for all other referrals for services from the Department of Veteran’s 
Affairs (VA).  These include referrals for PTSD and TBI treatment and substance 
abuse assistance to identify the most common.
Leave blank if this data element does not apply to the participant.","1 = VR&E
2 = Post 9/11 GI Bill
 3     =    M    o  n  t  g  o  m    e  r y    G   I   B   i l l                                 
4 = Post 9/11 GI Bill and Montgomery GI 
Bill
5 = All other referrals for VA services",,,R,R,R,,R,R
1116,"Most Recent Date Received 
Staff-Assisted Basic Career 
Services (Other)",DT 8,"Record the most recent date on which the participant received basic career 
services requiring a significant expenditure of staff involvement, if said basic 
career service is not otherwise recorded in data elements 1102-1115. These 
additional basic career services may include, but are not limited to, (a) 
reemployment services; (b) federal bonding program; (c) job development 
contacts; (d) referrals to educational services; and (e) tax credit eligibility 
determination.      
Leave blank if the participant did not receive any other basic career services.",YYYYMMDD,,,R,R,R,,R,R
SECTION C.03-INDIVIDUALIZED CAREER SERVICES,,,,,,,,,,,,
1200,"Date of First Individualized 
Career Service",DT 8,"Record the first date the participant received any individualized career service 
on or after the date of participation.  Individualized Career Services include 
development of an Individual Employment Plan, Pre-Vocational Services, 
provision of comprehensive skills and career assessments, internships or work 
experiences, financial literacy services, English as Second Language Services, or 
any other service that comprises a significant amount of staff time with an 
individual participant as described in WIOA sec. 134(c)(2)(xii).                                
Leave blank if the participant did not receive any individualized career service or 
this data element does not apply to the individual.",YYYYMMDD,,,R,R,R,,R,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
1201,"Most Recent Date Received 
Individualized Career Service",DT 8,"Record the most recent date on which the participant received individualized 
career services as described in WIOA sec. 134(c)(2)(xii).",YYYYMMDD,,,R,R,R,,R,R
1202,"Date Individual Employment 
Plan Created",DT 8,"Record the date on which the participant's Individual Employment Plan (IEP) 
was created or otherwise established to identify the participant's employment 
goals, their appropriate achievement objectives, and the appropriate 
combination of services for the participant to achieve the employment goals.       
Leave blank if an employment plan was not created for the participant, or if the 
individual is not a participant.",YYYYMMDD,,,R,R,R,,R,R
1203,"Most Recent Date Received 
Internship or Work Experience 
opportunities",DT 8,"Record the most recent date on which the participant received an internship or 
work experience opportunity directly linked to a career.
Leave blank if the participant did not receive an internship or work experience 
opportunity or this data element does not apply to the participant.",YYYYMMDD,,,R,R,R,,R,R
1205,Type of Work Experience,IN 1,"If the participant received work experience, record the appropriate code to 
indicate the type of work experience provided to the participant.
Record 1 if the participant participated in summer employment or an internship 
during the summer months (WIOA Youth).
Record 2 if the participant participated in an internship or employment 
opportunity during the non-summer months or if it extends beyond the summer 
months.
Record 3 if the participant participated in a pre-apprenticeship program.
Record 4 if the participant participated in job shadowing.
Record 5 if the participant participated in on-the-job training (WIOA Youth).
Record 6 if the participant participated in a transitional job, as defined in WIOA 
Section 134(d)(5).
Record 7 if the participant participated in another type of work experience not 
covered in 1 through 5.
Record 0 if the participant did not participate in a work experience. 
Leave blank if this data element does not apply to the participant.
NOTE: Code Value 6 should only be selected when other work experience 
opportunities are provided that are not captured elsewhere. This code value is 
also for use with Adult, Dislocated Worker, and Dislocated Worker Grants 
programs only.
NOTE:  If employment opportunities not limited to summer months are part of a 
pre-apprenticeship program, or if on-the-job training for WIOA Youth is part of a 
pre-apprenticeship program, choose Code 3 for pre-apprenticeship.","1 = Summer employment/Internships 
during the summer (WIOA Youth)
2 = Employment opportunities, including 
internships, not limited to summer 
months
3 = Pre-apprenticeship programs
4 = Job shadowing
5 = On-the-Job Training (WIOA Youth) 
6 = Transitional Job (WIOA Adult, 
Dislocated Worker, and Dislocated Worker 
Grants)
7 = Other work experience activities
0 = Did Not Participate in these activities",,,R,R,R,R,R,R
1206,"Date Received Financial 
Literacy Services",DT 8,"Record the date, at any time during participation in the program, that the 
participant received any financial literacy services.  They may include services 
that help with creating budgets, initiate checking and savings accounts at banks, 
applying for and managing loans and credit cards, learning about credit reports 
and credit scores, and identifies identity theft.
Leave blank if this data element does not apply to the participant.",YYYYMMDD,,,R,R,R,R,R,R
1207,"Date Received English as 
Second Language Services",DT 8,"Record the date, at any time during participation in the program, that the 
participant received any English as a second language service or training.  ESL 
services are those services provided to participants whose primary language is 
not English.  These services are designed to increase the English language 
proficiency of the participant so they can attain training and/or employment 
success.
Leave blank if this data element does not apply to the participant.",YYYYMMDD,,,R,R,R,,R,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
1210,"Received Pre-Vocational 
Activities",DT 8,"Record the date at any time during the individual’s participant in the program 
that they received short-term prevocational services, including development of 
learning skills, communication skills, interviewing skills, punctuality, personal 
maintenance skills, and professional conduct to prepare individuals for 
unsubsidized employment or training.
Leave blank if this data element does not apply to the participant.",YYYYMMDD,,,R,R,R,,R,R
1211,Transitional Jobs,IN 2,"Record 1 if the participant received work experience at a transitional job as 
described in WIOA Section 134(d)(5).
Record 0 if the participant did not receive transitional jobs training as described 
above.","1 = Transitional Job 
0 = No",,,R,R,R,,R,R
1213,"Most Recent Date Received 
Individualized Career Service 
(DVOP)",DT 8,"Record the most date on which the participant received individualized career 
services (excluding case management) from a DVOP specialist, as described as 
""intensive services"" in Veteran's Program Letter 07-10.  This includes the 
provision of a combination of a) a comprehensive assessment and b) the 
development of an participant employment plan.  Upon receipt of both of these 
services, the participant can be reported as receiving a single instance of 
individualized career services.  Please note that states should not report 
provision of adult basic education and literacy activities as part of this 
specification. Receipt of  individualized career services with significant staff 
involvement also does not require prior participation in ""career services.""  
Leave blank if the participant did not receive Individualized Career Services or 
this data element does not apply to the participant.",YYYYMMDD,,,R,,,,,R
1214,"Most Recent Date Received 
Job Search Activities (DVOP)",DT 8,"Record the most recent date that a participant was provided job search 
activities which are designed to help the participant plan and carry out a 
successful job hunting strategy by a DVOP staff person. The services include 
resume preparation assistance, job search workshops, job finding clubs, and 
development of a job search plan.
Leave blank if the participant did not receive a job search activity or this data 
element does not apply to the participant.",YYYYMMDD,,,R,,,,,R
1215,"Most Recent Date Referred to 
Employment (DVOP)",DT 8,"Record the most recent date that a participant was referred to employment by a 
DVOP staff person. A referral to employment is (a) the act of bringing to the 
attention of an employer a job seeker or group of registered job seekers who 
are available for a job and (b) the record of such a referral. 
Leave blank if the participant did not receive a referral to employment or this 
data element does not apply to the participant.",YYYYMMDD,,,R,,,,,R
1216,"Most Recent Date Referred to 
Federal Training   (DVOP)",DT 8,"Record the most recent date that a participant was referred by a DVOP staff 
person to a training program supported by the Federal Government, such as 
WIOA-funded projects, TAA, NAFTA, and Job Corps. This definition does include 
DVA-OJT. 
Leave blank if the participant did not receive a referral to Federal training or this 
data element does not apply to the participant.",YYYYMMDD,,,R,,,,,R
1217,"Most Recent Date Referred to 
Federal Job (DVOP)",DT 8,"Record the most recent date that the participant was referred by a DVOP staff 
person to a job opening filed with a placement office by a department or agency 
of the Federal government or other entity under the jurisdiction of the U.S. 
Office of Personnel Management.
Leave blank if the participant did not receive a referral to a Federal job or this 
data element does not apply to the participant.",YYYYMMDD,,,R,,,,,R
1218,"Most Recent Date Referred to 
Federal Contractor Job 
(DVOP)",DT 8,"Record the most recent date that the participant who is a disabled veteran, 
campaign veteran, or recently separated veteran was referred by a DVOP staff 
person to a job opening listed by an employer identified as a Federal contractor. 
Leave blank if the participant did not receive a referral to a job opening listed by 
an employer identified as a Federal contractor or this data element does not 
apply to the participant.",YYYYMMDD,,,R,,,,,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
1219,"Most Recent Date Received 
Other Staff-Assisted Basic 
Career Services (DVOP)",DT 8,"Record the most recent date on which the individual received other services 
requiring a significant expenditure of DVOP staff time.  These additional career 
services may include, but are not limited to: (a) reemployment services; (b) 
federal bonding program; (c) job development contacts; (d) referrals to 
educational services; and (e) tax credit eligibility determination. 
Leave blank if the participant did not receive any other career services with 
significant staff involvement.",YYYYMMDD,,,R,,,,,R
1220,"Most Recent Date Received 
Career Guidance Services 
(DVOP)",DT 8,"Record the most recent date that a participant received career guidance 
services, which includes the provision of information, materials, suggestions, or 
advice by DVOP staff intended to assist the job seeker in making occupation or 
career decisions.                 
Leave blank if the participant did not receive a career guidance service.",YYYYMMDD,,,R,,,,,R
1221,"Most Recent Date Entered 
Federal Job (DVOP)",DT 8,"Indicate the most recent date a job seeker entered into a job filed with a 
placement office by a department or agency or other entity under the 
jurisdiction of the U.S. Office of Personnel Management (DVOP).
Leave blank if the participant did not begin a federal job.",YYYYMMDD,,,R,,,,,R
1222,"Most Recent Date Entered 
Federal Contractor Job 
(DVOP)",DT 8,"Indicate the most recent date a job seeker who is either a special disabled 
veteran, campaign veteran, or recently separated veteran entered into a Federal 
Contractor Job (DVOP).
Leave blank if the participant did not begin working in a Federal Contractor Job.",YYYYMMDD,,,R,,,,,R
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
SECTION C.04-TRAINING SERVICES,,,,,,,,,,,,
1300,Received Training (WIOA),IN 1,"Record 1 if the participant received training services.  
Record 0 if the participant did not receive training services.","1 = Yes
0 = No",,,R,R,R,R,R,R
1301,"Eligible Training Provider - 
Name - Training Service #1 
(WIOA)",AN 75,"Enter the name of the eligible training provider where the participant received 
training.
Leave blank if this data element does apply to the participant.",XXXXXXXXXXXX,,,,R,R,,R,
1302,"Date Entered Training #1 
(WIOA)",DT 8,"Record the date on which the participant's first training service actually began.  
Leave blank if the participant did not receive a first training service or this data 
element does not apply to the participant.",YYYYMMDD,,,,R,R,R,R,
1303,"Type of Training Service #1 
(WIOA)",IN 2,"Use the appropriate code to indicate the type of approved training being 
provided to the participant. 
NOTE: If OJT or Skill Upgrading is being provided as part of a Registered 
Apprenticeship program, choose Code 09.
NOTE: Code 06 should only be utilized when other codes are clearly not 
appropriate.
Record 00 if the participant did not receive a training service.                                    
Leave blank if this data element does not apply to the participant.","01 = On the Job Training (non-WIOA 
Youth).
02 = Skill Upgrading
03 = Entrepreneurial Training (non-WIOA 
Youth)
04 = ABE or ESL (contextualized or other) 
in conjunction with Training
 0  5     =    C  u  s  t  o  m    i z e  d     T  r a   i n  i n  g                                  
06 = Occupational Skills Training (non-
WIOA Youth)
07 = ABE or ESL (contextualized or other) 
NOT in conjunction with training (funded 
by Trade Adjustment Assistance only)
08 = Prerequisite Training
09 = Registered Apprenticeship 
10 = Youth Occupational Skills Training        
11 = Other Non-Occupational-Skills 
Training   
12 = Job Readiness Training in conjunction 
with other training                                           
00 = No Training Service",,,,R,R,R,R,
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
1304,"Eligible Training Provider - 
Program of Study (WIOA)",IN 9,"Enter the participant's Program of Study for the Eligible Training Provider.
A program of study is synonymous with a “program of training services” as 
defined at 20 CFR part 680.420. A program of training services is one or more 
courses or classes, or a structured regimen that provides the services in 20 CFR 
part 680.200 and leads to: 
(a)  An industry-recognized certificate or certification, a certificate of completion 
of a registered apprenticeship, a license recognized by the State involved or the 
Federal Government, an associate or baccalaureate degree, or community 
college certificate of completion;  
(b)  Consistent with § 680.350, a secondary school diploma or its equivalent; 
(c)  Employment; or
(d)  Measurable skill gains toward a credential described in paragraph (a) or (b) 
of this section or employment.
Record all that apply if the program of study can be classified","1 = A program of study leading to an 
industry-recognized certificate or 
certification
2 = A program of study leading to a 
certificate of completion of a registered 
apprenticeship
3 = A program of study leading to a license 
recognized by the State involved or the 
Federal Government
4 = A program of study leading to an 
associate degree
5 = A program of study leading to a 
baccalaureate degree
6 = A program of study leading to a 
community college certificate of 
completion
7 = A program of study leading to a 
secondary school diploma or its 
equivalent
8 = A program of study leading to 
employment
9 = A program of study leading to  a 
measurable skills gain","Separate responses are coded in Items 
4030 to 4038.",,,R,R,,R,
1305,"Eligible Training Provider - CIP 
Code  (WIOA)",IN 6,"A program of study is identified through both the type of program outlined 
above (e.g. industry-recognized certificate) and the field of study.  The 
taxonomy that will be used to identify fields of study will be the Classification of 
Instructional Programs (CIP). The CIP code can be found here: 
https://nces.ed.gov/ipeds/cipcode/Default.aspx?y=55
This field should represent the 6-digit CIP code, without decimal points.",XXXX,,,,R,R,,R,
1306,"Occupational Skills Training 
Code #1",IN 6,"Enter the 8 digit O*Net 4.0 (or later versions) code that best describes the 
training occupation for which the participant received training services.
Leave blank if occupational code is not available or not known.
Additional Notes: If all 8 digits of the occupational skills code are not collected, 
record as many digits as are available.  If the participant receives multiple 
training services, use the occupational skills training code for the most recent 
training.",000000,"Original codes were cross walked to the 
O*Net 10.0 code.  Blank if the reported 
occupation code was not valid.",,,R,R,R,R,
1307,Training Completed #1,IN 1,"Record 1 if the participant completed approved training.  
Record 0 if the participant did not complete training (withdrew).
Leave blank if the participant did not receive a first training service or this data 
element does not apply to the participant.","1 = Yes
0 = No (Withdrew)",,,,R,R,R,R,
1308,"Date Completed, or Withdrew 
from, Training #1",DT 8,"Record the date when the participant completed training or withdrew 
permanently from training.  If multiple training services were received, record 
the most recent date on which the participant completed training.
Leave blank if the participant did not receive a first training service or this data 
element does not apply to the participant.",YYYYMMDD,,,,R,R,R,R,
1309,Date Entered Training #2,DT 8,"Record the date on which the participant's second training service actually 
began.  
Leave blank if the participant did not receive a second training service or this 
data element does not apply to the participant.",YYYYMMDD,,,,R,R,R,R,
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
1310,"Type of Training Service #2       
(WIOA)",I N     2,"I f   t  h  e    p   a  r t  i c i p   a  n  t    r e  c  e  i v  e   d    a    s  e  c  o  n  d     t y  p   e    o  f   t  r a  i n   i n  g  ,   r  e  c  o  r  d    t h   e    a  p  p   r o   p  r i a  t  e    c  o  d   e   
to indicate the type of approved training being provided to the participant.
NOTE: If OJT or Skill Upgrading is being provided as part of a Registered 
Apprenticeship program, choose Code 09.
NOTE: Code 06 should only be instances when other codes are clearly not 
appropriate.
Record 00 if the participant did not receive a second training service.                      
Leave blank if this data element does not apply to the participant.","0   1    =    O   n    t  h  e    J  o  b    T   r a  i n   i n  g    ( n   o  n  -  W    I O   A               
Youth).
02 = Skill Upgrading
03 = Entrepreneurial Training (non-WIOA 
Youth)
04 = ABE or ESL (contextualized or other) 
in conjunction with Training
 0   5    =    C  u   s t  o  m    i z  e  d    T  r  a  i n  i n  g                                  
06 = Occupational Skills Training (non-
WIOA Youth)
07 = ABE or ESL (contextualized or other) 
NOT in conjunction with training (funded 
by Trade Adjustment Assistance only)
08 = Prerequisite Training
09 = Registered Apprenticeship 
10 = Youth Occupational Skills Training        
11 = Other Non-Occupational-Skills 
Training   
12 = Job Readiness Training in conjunction 
with other training                                           
00 = No Training Service",,,,R,R,R,R,
1311,"Occupational Skills Training 
Code #2",IN 6,"Enter the 8 digit O*Net 4.0 (or later versions) code that best describes the 
training occupation for which the participant received training services.
Leave blank if occupational code is not available or not known.
Additional Notes: If all 8 digits of the occupational skills code are not collected, 
record as many digits as are available.  If the participant receives multiple 
training services, use the occupational skills training code for the most recent 
training.",000000,"Original codes were cross walked to the 
O*Net 10.0 code.  Blank if the reported 
occupation code was not valid.",,,R,R,R,R,
1312,Training Completed #2,IN 1,"Record 1 if the participant completed approved training.  
Record 0 if the participant did not complete training (withdrew).
Leave blank if the participant did not receive a second training service or this 
data element does not apply to the participant.","1 = Yes
0 = No (Withdrew)",,,,R,R,R,R,
1313,"Date Completed, or Withdrew 
from, Training #2",DT 8,"Record the date when the participant completed training or withdrew 
permanently from training.  If multiple training services were received, record 
the most recent date on which the participant completed training.
Leave blank if the participant did not receive a second training service or this 
data element does not apply to the participant.",YYYYMMDD,,,,R,R,R,R,
1314,Date Entered Training #3,DT 8,"Record the date on which the participant's third training service actually began.  
If the participant received more than 3 training services, record the date on 
which the participant actually began the last (or most recent) training service.  
Leave blank if the participant did not receive a third training service or this data 
element does not apply to the participant.",YYYYMMDD,,,,R,R,R,R,
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
1315,"Type of Training Service #3 
(WIOA)",IN 2,"If the participant received a third type of training, record the appropriate code 
to indicate the type of approved training being provided to the participant.
NOTE: If OJT or Skill Upgrading is being provided as part of a Registered 
Apprenticeship program, choose Code 09.
NOTE: Code 06 should only be utilized when other codes are clearly not 
appropriate.
Record 00 if the participant did not receive a third service.
Leave blank if this data element does not apply to the participant.
Additional Note: If the participant receives more than three training services, 
record the last (or most recent) training services received by the participant in 
this field.","01 = On the Job Training (non-WIOA 
Youth).
02 = Skill Upgrading
03 = Entrepreneurial Training (non-WIOA 
Youth)
04 = ABE or ESL (contextualized or other) 
in conjunction with Training
05 = Customized Training
06 = Occupational Skills Training (non-
WIOA Youth)
07 = ABE or ESL (contextualized or other) 
NOT in conjunction with training (funded 
by Trade Adjustment Assistance only)
08 = Prerequisite Training
09 = Registered Apprenticeship 
10 = Youth Occupational Skills Training        
11 = Other Non-Occupational-Skills 
Training   
12 = Job Readiness Training in conjunction 
with other training                                           
00 = No Training Service",,,,R,R,R,R,
1316,"Occupational Skills Training 
Code #3",IN 6,"Enter the 8 digit O*Net 4.0 (or later versions) code that best describes the 
training occupation for which the participant received training services.
Leave blank if occupational code is not available or not known or if this data 
element does not apply to the participant.
Additional Notes: If all 8 digits of the occupational skills code are not collected, 
record as many digits as are available.  If the participant receives multiple 
training services, use the occupational skills training code for the most recent 
training.  If the participant received more than 3 training services, use the 
occupational skills training code for the last (or most recent) training service.",000000,"Original codes were cross walked to the 
O*Net 10.0 code.  Blank if the reported 
occupation code was not valid.",,,R,R,R,R,
1317,Training Completed #3,IN 1,"Record 1 if the participant completed approved training.  
Record 0 if the participant did not complete training (withdrew).
Leave blank if the participant did not receive a third training service or this data 
element does not apply to the participant.","1 = Yes
0 = No (Withdrew)",,,,R,R,R,R,
1318,"Date Completed, or Withdrew 
from, Training #3",DT 8,"Record the date when the participant completed training or withdrew 
permanently from training.  If multiple training services were received, record 
the most recent date on which the participant completed training.
Leave blank if the participant did not receive a third training service or this data 
element does not apply to the participant.",YYYYMMDD,,,,R,R,R,R,
1319,"Established Individual Training 
Account (ITA)",IN 1,"Record 1 if any of the individual's services were purchased utilizing an Individual 
Training Account funded by WIOA Title I.  This information can be updated 
anytime during participation.
Record 0 if the individual does not meet the condition described above.                 
Leave blank if this data element does not apply to the participant.","1 = Yes
0 = No",,,,R,R,R,R,
DATA ELEMENT NO.,DATA ELEMENT NAME,"DATA TYPE/ 
FIELD LENGTH",DATA ELEMENT DEFINITIONS/INSTRUCTIONS,CODE VALUE,Notes,"la
u
d
iv
id
n
I e
lb
a
tro
p
e
R","re
s
y
e
P
-re
n
g
a
W","s
tlu
d
A
 A
O
IW","d
e
ta
c
o
ls
iD Asrek
OIWroW","h
tu
o
Y
 A
O
IW",rekroW detacolsiD                               stnarG)GWD(,"'snareteV)GSVJ( stna
 rorG
f sb eta
oJtS"
1320,Pell Grant Recipient,IN 1,"Record 1 if the participant is or has been notified s/he will be receiving a Pell 
Grant at any time during participation in the program.  This information may be 
updated at any time during participation in the program. 
Record 0 if the participant does not meet the condition described above.               
Leave blank if this data element does not apply to the participant or if 
unavailable.","1 = Yes
0 = No",,,,R,R,R,R,
1328,"Training Povided 
Virtual/Online",IN 1,"Record the mething in which training was delivered to the participant at any 
time during program participation.
Record 1 if the participant received training through virtual/online methods 
only.  
Record 2 if the participant received training through a combination of in-person 
and virtual/online methods.                                                                                               
Record 0 if the participant received training through only in-person methods. 
Leave blank if the participant did not received training at any point during 
program participation.","1 = Virtual/Online
2 = Mix of In-person and Virtual/Online
0 = No Virtual/Online, In-person Only",New item effective PY 2021 Q1,,,R,R,R,R,
1332,"Participated in Postsecondary 
Education During Program 
Participation (WIOA)",IN 1,"Record 1 if the participant was in a postsecondary education program that leads 
to a credential or degree from an accredited postsecondary education 
institution at any point during program participation
Record 0 if the participant was not a postsecondary education program that 
leads to a credential or degree from an accredited postsecondary education 
institution during program participation
Leave blank if this does not apply to the participant
Note: This data element relates to the credential indicator denominator and 
those who are recorded as 1 are included in the credential rate denominator.  
This element is a subset of PIRL 1811.  Do not record 1 if the participant was 
first enrolled in postsecondary education after exiting the program.","1 = Yes, Participated in Postsecondary 
Education  
0 = No, Did Not Participate in 
Postsecondary Education",,,,R,R,R,R,
1333,"Received training from 
program(s) operated by the 
private sector",IN 1,"Record 1 if the participant received training services from one or more programs 
operated by the private sector under WIOA sec. 134 (c)(3)(D)(v). 
Record 0 if the participant did not receive training services from a program 
operated by the private sector under WIOA sec. 134 (c)(3)(D)(v).
Leave blank if the participant did not receive training.","1 = Yes
0 = No",,,,R,R,R,R,
